datetime,temperature,person
2025-06-19 01:00:00,25.7,Dhaulagiri.csv
2025-06-19 02:00:00,25.45,Dhaulagiri.csv
2025-06-19 03:00:00,25.2,Dhaulagiri.csv
2025-06-19 04:00:00,24.7,Dhaulagiri.csv
2025-06-19 05:00:00,24.4,Dhaulagiri.csv
2025-06-19 06:00:00,23.35,Dhaulagiri.csv
2025-06-19 07:00:00,23.2,Dhaulagiri.csv
2025-06-19 08:00:00,23.45,Dhaulagiri.csv
2025-06-19 09:00:00,23.7,Dhaulagiri.csv
2025-06-19 10:00:00,23.95,Dhaulagiri.csv
2025-06-19 11:00:00,24.2,Dhaulagiri.csv
2025-06-19 12:00:00,24.4,Dhaulagiri.csv
2025-06-19 13:00:00,24.6,Dhaulagiri.csv
2025-06-19 14:00:00,24.75,Dhaulagiri.csv
2025-06-19 15:00:00,24.9,Dhaulagiri.csv
2025-06-19 16:00:00,24.799999999999997,Dhaulagiri.csv
2025-06-19 17:00:00,24.7,Dhaulagiri.csv
2025-06-19 18:00:00,24.6,Dhaulagiri.csv
2025-06-19 19:00:00,24.5,Dhaulagiri.csv
2025-06-19 20:00:00,24.35,Dhaulagiri.csv
2025-06-19 21:00:00,24.2,Dhaulagiri.csv
2025-06-19 22:00:00,24.15,Dhaulagiri.csv
2025-06-19 23:00:00,24.1,Dhaulagiri.csv
2025-06-20 00:00:00,24.05,Dhaulagiri.csv
2025-06-20 01:00:00,24.0,Dhaulagiri.csv
2025-06-20 02:00:00,23.85,Dhaulagiri.csv
2025-06-20 03:00:00,23.7,Dhaulagiri.csv
2025-06-20 04:00:00,23.5,Dhaulagiri.csv
2025-06-20 05:00:00,23.3,Dhaulagiri.csv
2025-06-20 06:00:00,23.15,Dhaulagiri.csv
2025-06-20 07:00:00,23.0,Dhaulagiri.csv
2025-06-20 08:00:00,23.1,Dhaulagiri.csv
2025-06-20 09:00:00,23.2,Dhaulagiri.csv
2025-06-20 10:00:00,23.45,Dhaulagiri.csv
2025-06-20 11:00:00,23.7,Dhaulagiri.csv
2025-06-20 12:00:00,23.975,Dhaulagiri.csv
2025-06-20 13:00:00,24.25,Dhaulagiri.csv
2025-06-20 14:00:00,24.425,Dhaulagiri.csv
2025-06-20 15:00:00,24.6,Dhaulagiri.csv
2025-06-20 16:00:00,24.6,Dhaulagiri.csv
2025-06-20 17:00:00,24.6,Dhaulagiri.csv
2025-06-20 18:00:00,24.55,Dhaulagiri.csv
2025-06-20 19:00:00,24.5,Dhaulagiri.csv
2025-06-20 20:00:00,24.2,Dhaulagiri.csv
2025-06-20 21:00:00,23.9,Dhaulagiri.csv
2025-06-20 22:00:00,23.3,Dhaulagiri.csv
2025-06-20 23:00:00,22.9,Dhaulagiri.csv
2025-06-21 00:00:00,22.799999999999997,Dhaulagiri.csv
2025-06-21 01:00:00,22.7,Dhaulagiri.csv
2025-06-21 02:00:00,22.45,Dhaulagiri.csv
2025-06-21 03:00:00,22.2,Dhaulagiri.csv
2025-06-21 04:00:00,22.1,Dhaulagiri.csv
2025-06-21 05:00:00,22.0,Dhaulagiri.csv
2025-06-21 06:00:00,22.1,Dhaulagiri.csv
2025-06-21 07:00:00,22.2,Dhaulagiri.csv
2025-06-21 08:00:00,22.35,Dhaulagiri.csv
2025-06-21 09:00:00,22.5,Dhaulagiri.csv
2025-06-21 10:00:00,22.85,Dhaulagiri.csv
2025-06-21 11:00:00,23.2,Dhaulagiri.csv
2025-06-21 12:00:00,23.9,Dhaulagiri.csv
2025-06-21 13:00:00,24.3,Dhaulagiri.csv
2025-06-21 14:00:00,24.8,Dhaulagiri.csv
2025-06-21 15:00:00,25.1,Dhaulagiri.csv
2025-06-21 16:00:00,25.35,Dhaulagiri.csv
2025-06-21 17:00:00,25.6,Dhaulagiri.csv
2025-06-21 18:00:00,25.6,Dhaulagiri.csv
2025-06-21 19:00:00,25.6,Dhaulagiri.csv
2025-06-21 20:00:00,25.4,Dhaulagiri.csv
2025-06-21 21:00:00,25.2,Dhaulagiri.csv
2025-06-21 22:00:00,25.049999999999997,Dhaulagiri.csv
2025-06-21 23:00:00,24.9,Dhaulagiri.csv
2025-06-22 00:00:00,24.575,Dhaulagiri.csv
2025-06-22 01:00:00,24.25,Dhaulagiri.csv
2025-06-22 02:00:00,24.275,Dhaulagiri.csv
2025-06-22 03:00:00,24.3,Dhaulagiri.csv
2025-06-22 04:00:00,24.25,Dhaulagiri.csv
2025-06-22 05:00:00,24.2,Dhaulagiri.csv
2025-06-22 06:00:00,24.2,Dhaulagiri.csv
2025-06-22 07:00:00,24.2,Dhaulagiri.csv
2025-06-22 08:00:00,24.4,Dhaulagiri.csv
2025-06-22 09:00:00,24.6,Dhaulagiri.csv
2025-06-22 10:00:00,25.1,Dhaulagiri.csv
2025-06-22 11:00:00,25.5,Dhaulagiri.csv
2025-06-22 12:00:00,26.1,Dhaulagiri.csv
2025-06-22 13:00:00,26.6,Dhaulagiri.csv
2025-06-22 14:00:00,26.925,Dhaulagiri.csv
2025-06-22 15:00:00,27.25,Dhaulagiri.csv
2025-06-22 16:00:00,27.575,Dhaulagiri.csv
2025-06-22 17:00:00,27.9,Dhaulagiri.csv
2025-06-22 18:00:00,27.9,Dhaulagiri.csv
2025-06-22 19:00:00,27.9,Dhaulagiri.csv
2025-06-22 20:00:00,27.73333333333333,Dhaulagiri.csv
2025-06-22 21:00:00,27.566666666666666,Dhaulagiri.csv
2025-06-22 22:00:00,27.4,Dhaulagiri.csv
2025-06-22 23:00:00,27.2,Dhaulagiri.csv
2025-06-23 00:00:00,27.0,Dhaulagiri.csv
2025-06-23 01:00:00,26.75,Dhaulagiri.csv
2025-06-23 02:00:00,26.5,Dhaulagiri.csv
2025-06-23 03:00:00,26.5,Dhaulagiri.csv
2025-06-23 04:00:00,26.5,Dhaulagiri.csv
2025-06-23 05:00:00,26.3,Dhaulagiri.csv
2025-06-23 06:00:00,26.05,Dhaulagiri.csv
2025-06-23 07:00:00,25.825000000000003,Dhaulagiri.csv
2025-06-23 08:00:00,25.6,Dhaulagiri.csv
2025-06-23 09:00:00,26.1,Dhaulagiri.csv
2025-06-23 10:00:00,26.1,Dhaulagiri.csv
2025-06-23 11:00:00,26.200000000000003,Dhaulagiri.csv
2025-06-23 12:00:00,26.3,Dhaulagiri.csv
2025-06-23 13:00:00,26.5,Dhaulagiri.csv
2025-06-23 14:00:00,26.7,Dhaulagiri.csv
2025-06-23 15:00:00,26.366666666666667,Dhaulagiri.csv
2025-06-23 16:00:00,26.03333333333333,Dhaulagiri.csv
2025-06-23 17:00:00,25.1,Dhaulagiri.csv
2025-06-23 18:00:00,24.8,Dhaulagiri.csv
2025-06-23 19:00:00,24.05,Dhaulagiri.csv
2025-06-23 20:00:00,23.5,Dhaulagiri.csv
2025-06-23 21:00:00,24.0,Dhaulagiri.csv
2025-06-23 22:00:00,24.1,Dhaulagiri.csv
2025-06-23 23:00:00,24.200000000000003,Dhaulagiri.csv
2025-06-24 00:00:00,24.3,Dhaulagiri.csv
2025-06-24 01:00:00,24.25,Dhaulagiri.csv
2025-06-24 02:00:00,24.2,Dhaulagiri.csv
2025-06-24 03:00:00,24.1,Dhaulagiri.csv
2025-06-24 04:00:00,24.0,Dhaulagiri.csv
2025-06-24 05:00:00,23.95,Dhaulagiri.csv
2025-06-24 06:00:00,23.9,Dhaulagiri.csv
2025-06-24 07:00:00,23.85,Dhaulagiri.csv
2025-06-24 08:00:00,23.8,Dhaulagiri.csv
2025-06-24 09:00:00,23.85,Dhaulagiri.csv
2025-06-24 10:00:00,23.9,Dhaulagiri.csv
2025-06-24 11:00:00,23.95,Dhaulagiri.csv
2025-06-24 12:00:00,24.0,Dhaulagiri.csv
2025-06-24 13:00:00,24.05,Dhaulagiri.csv
2025-06-24 14:00:00,24.1,Dhaulagiri.csv
2025-06-24 15:00:00,24.25,Dhaulagiri.csv
2025-06-24 16:00:00,24.4,Dhaulagiri.csv
2025-06-24 17:00:00,24.35,Dhaulagiri.csv
2025-06-24 18:00:00,24.3,Dhaulagiri.csv
2025-06-24 19:00:00,24.3,Dhaulagiri.csv
2025-06-24 20:00:00,24.3,Dhaulagiri.csv
2025-06-24 21:00:00,24.35,Dhaulagiri.csv
2025-06-24 22:00:00,24.4,Dhaulagiri.csv
2025-06-24 23:00:00,24.4,Dhaulagiri.csv
2025-06-25 00:00:00,24.4,Dhaulagiri.csv
2025-06-25 01:00:00,24.35,Dhaulagiri.csv
2025-06-25 02:00:00,24.3,Dhaulagiri.csv
2025-06-25 03:00:00,24.3,Dhaulagiri.csv
2025-06-25 04:00:00,24.3,Dhaulagiri.csv
2025-06-25 05:00:00,24.15,Dhaulagiri.csv
2025-06-25 06:00:00,24.0,Dhaulagiri.csv
2025-06-25 07:00:00,23.9,Dhaulagiri.csv
2025-06-25 08:00:00,23.8,Dhaulagiri.csv
2025-06-25 09:00:00,23.9,Dhaulagiri.csv
2025-06-25 10:00:00,24.0,Dhaulagiri.csv
2025-06-25 11:00:00,24.5,Dhaulagiri.csv
2025-06-25 12:00:00,24.6,Dhaulagiri.csv
2025-06-25 13:00:00,24.75,Dhaulagiri.csv
2025-06-25 14:00:00,24.9,Dhaulagiri.csv
2025-06-25 15:00:00,25.049999999999997,Dhaulagiri.csv
2025-06-25 16:00:00,25.2,Dhaulagiri.csv
2025-06-25 17:00:00,25.299999999999997,Dhaulagiri.csv
2025-06-25 18:00:00,25.4,Dhaulagiri.csv
2025-06-25 19:00:00,25.25,Dhaulagiri.csv
2025-06-25 20:00:00,25.1,Dhaulagiri.csv
2025-06-25 21:00:00,24.9,Dhaulagiri.csv
2025-06-25 22:00:00,24.7,Dhaulagiri.csv
2025-06-25 23:00:00,24.4,Dhaulagiri.csv
2025-06-26 00:00:00,24.1,Dhaulagiri.csv
2025-06-26 01:00:00,23.775,Dhaulagiri.csv
2025-06-26 02:00:00,23.45,Dhaulagiri.csv
2025-06-26 03:00:00,22.9,Dhaulagiri.csv
2025-06-26 04:00:00,22.5,Dhaulagiri.csv
2025-06-26 05:00:00,22.5,Dhaulagiri.csv
2025-06-26 06:00:00,22.5,Dhaulagiri.csv
2025-06-26 07:00:00,22.8,Dhaulagiri.csv
2025-06-26 08:00:00,23.1,Dhaulagiri.csv
2025-06-26 09:00:00,23.425,Dhaulagiri.csv
2025-06-26 10:00:00,23.75,Dhaulagiri.csv
2025-06-26 11:00:00,24.125,Dhaulagiri.csv
2025-06-26 12:00:00,24.5,Dhaulagiri.csv
2025-06-26 13:00:00,25.2,Dhaulagiri.csv
2025-06-26 14:00:00,25.75,Dhaulagiri.csv
2025-06-26 15:00:00,26.3,Dhaulagiri.csv
2025-06-26 16:00:00,26.8,Dhaulagiri.csv
2025-06-26 17:00:00,26.3,Dhaulagiri.csv
2025-06-26 18:00:00,25.700000000000003,Dhaulagiri.csv
2025-06-26 19:00:00,25.3,Dhaulagiri.csv
2025-06-26 20:00:00,24.9,Dhaulagiri.csv
2025-06-26 21:00:00,24.75,Dhaulagiri.csv
2025-06-26 22:00:00,24.6,Dhaulagiri.csv
2025-06-26 23:00:00,24.55,Dhaulagiri.csv
2025-06-27 00:00:00,24.5,Dhaulagiri.csv
2025-06-27 01:00:00,24.35,Dhaulagiri.csv
2025-06-27 02:00:00,24.2,Dhaulagiri.csv
2025-06-27 03:00:00,24.15,Dhaulagiri.csv
2025-06-27 04:00:00,24.1,Dhaulagiri.csv
2025-06-27 05:00:00,24.1,Dhaulagiri.csv
2025-06-27 06:00:00,24.1,Dhaulagiri.csv
2025-06-27 07:00:00,24.15,Dhaulagiri.csv
2025-06-27 08:00:00,24.2,Dhaulagiri.csv
2025-06-27 09:00:00,24.2,Dhaulagiri.csv
2025-06-27 10:00:00,24.2,Dhaulagiri.csv
2025-06-27 11:00:00,24.299999999999997,Dhaulagiri.csv
2025-06-27 12:00:00,24.4,Dhaulagiri.csv
2025-06-27 13:00:00,24.45,Dhaulagiri.csv
2025-06-27 14:00:00,24.5,Dhaulagiri.csv
2025-06-27 15:00:00,24.45,Dhaulagiri.csv
2025-06-27 16:00:00,24.4,Dhaulagiri.csv
2025-06-27 17:00:00,24.299999999999997,Dhaulagiri.csv
2025-06-27 18:00:00,24.2,Dhaulagiri.csv
2025-06-27 19:00:00,24.0,Dhaulagiri.csv
2025-06-27 20:00:00,23.8,Dhaulagiri.csv
2025-06-27 21:00:00,23.75,Dhaulagiri.csv
2025-06-27 22:00:00,23.7,Dhaulagiri.csv
2025-06-27 23:00:00,23.599999999999998,Dhaulagiri.csv
2025-06-28 00:00:00,23.5,Dhaulagiri.csv
2025-06-28 01:00:00,23.4,Dhaulagiri.csv
2025-06-28 02:00:00,23.2,Dhaulagiri.csv
2025-06-28 03:00:00,23.0,Dhaulagiri.csv
2025-06-28 04:00:00,22.85,Dhaulagiri.csv
2025-06-28 05:00:00,22.7,Dhaulagiri.csv
2025-06-28 06:00:00,22.7,Dhaulagiri.csv
2025-06-28 07:00:00,22.7,Dhaulagiri.csv
2025-06-28 08:00:00,22.95,Dhaulagiri.csv
2025-06-28 09:00:00,23.2,Dhaulagiri.csv
2025-06-28 10:00:00,23.7,Dhaulagiri.csv
2025-06-28 11:00:00,24.35,Dhaulagiri.csv
2025-06-28 12:00:00,25.1,Dhaulagiri.csv
2025-06-28 13:00:00,25.1,Dhaulagiri.csv
2025-06-28 14:00:00,25.7,Dhaulagiri.csv
2025-06-28 15:00:00,25.8,Dhaulagiri.csv
2025-06-28 16:00:00,26.0,Dhaulagiri.csv
2025-06-28 17:00:00,26.2,Dhaulagiri.csv
2025-06-28 18:00:00,26.299999999999997,Dhaulagiri.csv
2025-06-28 19:00:00,26.4,Dhaulagiri.csv
2025-06-28 20:00:00,26.4,Dhaulagiri.csv
2025-06-28 21:00:00,26.4,Dhaulagiri.csv
2025-06-28 22:00:00,26.45,Dhaulagiri.csv
2025-06-28 23:00:00,26.5,Dhaulagiri.csv
2025-06-29 00:00:00,26.4,Dhaulagiri.csv
2025-06-29 01:00:00,26.3,Dhaulagiri.csv
2025-06-29 02:00:00,26.200000000000003,Dhaulagiri.csv
2025-06-29 03:00:00,26.1,Dhaulagiri.csv
2025-06-29 04:00:00,26.0,Dhaulagiri.csv
2025-06-29 05:00:00,25.9,Dhaulagiri.csv
2025-06-29 06:00:00,25.85,Dhaulagiri.csv
2025-06-29 07:00:00,25.8,Dhaulagiri.csv
2025-06-29 08:00:00,25.950000000000003,Dhaulagiri.csv
2025-06-29 09:00:00,26.1,Dhaulagiri.csv
2025-06-29 10:00:00,26.25,Dhaulagiri.csv
2025-06-29 11:00:00,26.4,Dhaulagiri.csv
2025-06-29 12:00:00,26.65,Dhaulagiri.csv
2025-06-29 13:00:00,26.9,Dhaulagiri.csv
2025-06-29 14:00:00,27.049999999999997,Dhaulagiri.csv
2025-06-29 15:00:00,27.2,Dhaulagiri.csv
2025-06-29 16:00:00,27.075,Dhaulagiri.csv
2025-06-29 17:00:00,26.95,Dhaulagiri.csv
2025-06-29 18:00:00,26.7,Dhaulagiri.csv
2025-06-29 19:00:00,26.3,Dhaulagiri.csv
2025-06-29 20:00:00,25.8,Dhaulagiri.csv
2025-06-29 21:00:00,25.4,Dhaulagiri.csv
2025-06-29 22:00:00,25.299999999999997,Dhaulagiri.csv
2025-06-29 23:00:00,25.2,Dhaulagiri.csv
2025-06-30 00:00:00,25.0,Dhaulagiri.csv
2025-06-30 01:00:00,24.8,Dhaulagiri.csv
2025-06-30 02:00:00,24.6,Dhaulagiri.csv
2025-06-30 03:00:00,24.4,Dhaulagiri.csv
2025-06-30 04:00:00,24.075,Dhaulagiri.csv
2025-06-30 05:00:00,23.75,Dhaulagiri.csv
2025-06-30 06:00:00,22.9,Dhaulagiri.csv
2025-06-30 07:00:00,22.5,Dhaulagiri.csv
2025-06-30 08:00:00,23.0,Dhaulagiri.csv
2025-06-30 09:00:00,23.4,Dhaulagiri.csv
2025-06-30 10:00:00,23.9,Dhaulagiri.csv
2025-06-30 11:00:00,24.2,Dhaulagiri.csv
2025-06-30 12:00:00,24.7,Dhaulagiri.csv
2025-06-30 13:00:00,25.0,Dhaulagiri.csv
2025-06-30 14:00:00,25.6,Dhaulagiri.csv
2025-06-30 15:00:00,25.7,Dhaulagiri.csv
2025-06-30 16:00:00,25.875,Dhaulagiri.csv
2025-06-30 17:00:00,26.05,Dhaulagiri.csv
2025-06-30 18:00:00,25.5,Dhaulagiri.csv
2025-06-30 19:00:00,25.1,Dhaulagiri.csv
2025-06-30 20:00:00,24.6,Dhaulagiri.csv
2025-06-30 21:00:00,24.4,Dhaulagiri.csv
2025-06-30 22:00:00,23.8,Dhaulagiri.csv
2025-06-30 23:00:00,23.25,Dhaulagiri.csv
2025-07-01 00:00:00,22.6,Dhaulagiri.csv
2025-07-01 01:00:00,22.05,Dhaulagiri.csv
2025-07-01 02:00:00,21.4,Dhaulagiri.csv
2025-07-01 03:00:00,21.2,Dhaulagiri.csv
2025-07-01 04:00:00,21.475,Dhaulagiri.csv
2025-07-01 05:00:00,21.75,Dhaulagiri.csv
2025-07-01 06:00:00,22.05,Dhaulagiri.csv
2025-07-01 07:00:00,22.35,Dhaulagiri.csv
2025-07-01 08:00:00,22.675,Dhaulagiri.csv
2025-07-01 09:00:00,23.0,Dhaulagiri.csv
2025-07-01 10:00:00,23.6,Dhaulagiri.csv
2025-07-01 11:00:00,24.15,Dhaulagiri.csv
2025-07-01 12:00:00,24.7,Dhaulagiri.csv
2025-07-01 13:00:00,25.35,Dhaulagiri.csv
2025-07-01 14:00:00,25.9,Dhaulagiri.csv
2025-07-01 15:00:00,26.2,Dhaulagiri.csv
2025-07-01 16:00:00,26.45,Dhaulagiri.csv
2025-07-01 17:00:00,26.7,Dhaulagiri.csv
2025-07-01 18:00:00,26.9,Dhaulagiri.csv
2025-07-01 19:00:00,27.1,Dhaulagiri.csv
2025-07-01 20:00:00,26.825000000000003,Dhaulagiri.csv
2025-07-01 21:00:00,26.55,Dhaulagiri.csv
2025-07-01 22:00:00,26.0,Dhaulagiri.csv
2025-07-01 23:00:00,25.6,Dhaulagiri.csv
2025-07-02 00:00:00,25.1,Dhaulagiri.csv
2025-07-02 01:00:00,24.8,Dhaulagiri.csv
2025-07-02 02:00:00,24.6,Dhaulagiri.csv
2025-07-02 03:00:00,24.4,Dhaulagiri.csv
2025-07-02 04:00:00,24.5,Dhaulagiri.csv
2025-07-02 05:00:00,24.6,Dhaulagiri.csv
2025-07-02 06:00:00,24.700000000000003,Dhaulagiri.csv
2025-07-02 07:00:00,24.8,Dhaulagiri.csv
2025-07-02 08:00:00,25.25,Dhaulagiri.csv
2025-07-02 09:00:00,25.7,Dhaulagiri.csv
2025-07-02 10:00:00,26.4,Dhaulagiri.csv
2025-07-02 11:00:00,27.0,Dhaulagiri.csv
2025-07-02 12:00:00,27.6,Dhaulagiri.csv
2025-07-02 13:00:00,28.15,Dhaulagiri.csv
2025-07-02 14:00:00,28.474999999999998,Dhaulagiri.csv
2025-07-02 15:00:00,28.799999999999997,Dhaulagiri.csv
2025-07-02 16:00:00,29.099999999999998,Dhaulagiri.csv
2025-07-02 17:00:00,29.4,Dhaulagiri.csv
2025-07-02 18:00:00,29.575,Dhaulagiri.csv
2025-07-02 19:00:00,29.75,Dhaulagiri.csv
2025-07-02 20:00:00,29.525,Dhaulagiri.csv
2025-07-02 21:00:00,29.3,Dhaulagiri.csv
2025-07-02 22:00:00,29.0,Dhaulagiri.csv
2025-07-02 23:00:00,28.700000000000003,Dhaulagiri.csv
2025-07-03 00:00:00,28.400000000000002,Dhaulagiri.csv
2025-07-03 01:00:00,28.1,Dhaulagiri.csv
2025-07-03 02:00:00,27.7,Dhaulagiri.csv
2025-07-03 03:00:00,27.2,Dhaulagiri.csv
2025-07-03 04:00:00,27.2,Dhaulagiri.csv
2025-07-03 05:00:00,26.6,Dhaulagiri.csv
2025-07-03 06:00:00,26.5,Dhaulagiri.csv
2025-07-03 07:00:00,26.0,Dhaulagiri.csv
2025-07-03 08:00:00,25.8,Dhaulagiri.csv
2025-07-03 09:00:00,25.3,Dhaulagiri.csv
2025-07-03 10:00:00,25.2,Dhaulagiri.csv
2025-07-03 11:00:00,25.4,Dhaulagiri.csv
2025-07-03 12:00:00,25.5,Dhaulagiri.csv
2025-07-03 13:00:00,26.0,Dhaulagiri.csv
2025-07-03 14:00:00,26.1,Dhaulagiri.csv
2025-07-03 15:00:00,26.35,Dhaulagiri.csv
2025-07-03 16:00:00,26.6,Dhaulagiri.csv
2025-07-03 17:00:00,26.4,Dhaulagiri.csv
2025-07-03 18:00:00,25.85,Dhaulagiri.csv
2025-07-03 19:00:00,25.1,Dhaulagiri.csv
2025-07-03 20:00:00,24.5,Dhaulagiri.csv
2025-07-03 21:00:00,23.7,Dhaulagiri.csv
2025-07-03 22:00:00,23.5,Dhaulagiri.csv
2025-07-03 23:00:00,23.4,Dhaulagiri.csv
2025-07-04 00:00:00,23.3,Dhaulagiri.csv
2025-07-04 01:00:00,22.8,Dhaulagiri.csv
2025-07-04 02:00:00,22.8,Dhaulagiri.csv
2025-07-04 03:00:00,22.75,Dhaulagiri.csv
2025-07-04 04:00:00,22.7,Dhaulagiri.csv
2025-07-04 05:00:00,22.7,Dhaulagiri.csv
2025-07-04 06:00:00,22.7,Dhaulagiri.csv
2025-07-04 07:00:00,22.549999999999997,Dhaulagiri.csv
2025-07-04 08:00:00,22.4,Dhaulagiri.csv
2025-07-04 09:00:00,22.5,Dhaulagiri.csv
2025-07-04 10:00:00,22.6,Dhaulagiri.csv
2025-07-04 11:00:00,23.1,Dhaulagiri.csv
2025-07-04 12:00:00,23.4,Dhaulagiri.csv
2025-07-04 13:00:00,24.0,Dhaulagiri.csv
2025-07-04 14:00:00,24.3,Dhaulagiri.csv
2025-07-04 15:00:00,24.5,Dhaulagiri.csv
2025-07-04 16:00:00,24.7,Dhaulagiri.csv
2025-07-04 17:00:00,24.85,Dhaulagiri.csv
2025-07-04 18:00:00,25.0,Dhaulagiri.csv
2025-07-04 19:00:00,24.5,Dhaulagiri.csv
2025-07-04 20:00:00,24.1,Dhaulagiri.csv
2025-07-04 21:00:00,24.1,Dhaulagiri.csv
2025-07-04 22:00:00,24.1,Dhaulagiri.csv
2025-07-04 23:00:00,24.05,Dhaulagiri.csv
2025-07-05 00:00:00,24.0,Dhaulagiri.csv
2025-07-05 01:00:00,23.85,Dhaulagiri.csv
2025-07-05 02:00:00,23.7,Dhaulagiri.csv
2025-07-05 03:00:00,23.5,Dhaulagiri.csv
2025-07-05 04:00:00,23.3,Dhaulagiri.csv
2025-07-05 05:00:00,23.25,Dhaulagiri.csv
2025-07-05 06:00:00,23.2,Dhaulagiri.csv
2025-07-05 07:00:00,23.4,Dhaulagiri.csv
2025-07-05 08:00:00,23.6,Dhaulagiri.csv
2025-07-05 09:00:00,24.1,Dhaulagiri.csv
2025-07-05 10:00:00,24.6,Dhaulagiri.csv
2025-07-05 11:00:00,25.1,Dhaulagiri.csv
2025-07-05 12:00:00,25.5,Dhaulagiri.csv
2025-07-05 13:00:00,25.75,Dhaulagiri.csv
2025-07-05 14:00:00,26.0,Dhaulagiri.csv
2025-07-05 15:00:00,26.15,Dhaulagiri.csv
2025-07-05 16:00:00,26.3,Dhaulagiri.csv
2025-07-05 17:00:00,26.35,Dhaulagiri.csv
2025-07-05 18:00:00,26.4,Dhaulagiri.csv
2025-07-05 19:00:00,26.299999999999997,Dhaulagiri.csv
2025-07-05 20:00:00,26.2,Dhaulagiri.csv
2025-07-05 21:00:00,25.7,Dhaulagiri.csv
2025-07-05 22:00:00,25.2,Dhaulagiri.csv
2025-07-05 23:00:00,24.975,Dhaulagiri.csv
2025-07-06 00:00:00,24.75,Dhaulagiri.csv
2025-07-06 01:00:00,24.3,Dhaulagiri.csv
2025-07-06 02:00:00,24.1,Dhaulagiri.csv
2025-07-06 03:00:00,23.85,Dhaulagiri.csv
2025-07-06 04:00:00,23.6,Dhaulagiri.csv
2025-07-06 05:00:00,23.700000000000003,Dhaulagiri.csv
2025-07-06 06:00:00,23.8,Dhaulagiri.csv
2025-07-06 07:00:00,23.950000000000003,Dhaulagiri.csv
2025-07-06 08:00:00,24.1,Dhaulagiri.csv
2025-07-06 09:00:00,24.425,Dhaulagiri.csv
2025-07-06 10:00:00,24.75,Dhaulagiri.csv
2025-07-06 11:00:00,25.4,Dhaulagiri.csv
2025-07-06 12:00:00,25.8,Dhaulagiri.csv
2025-07-06 13:00:00,26.075000000000003,Dhaulagiri.csv
2025-07-06 14:00:00,26.35,Dhaulagiri.csv
2025-07-06 15:00:00,26.475,Dhaulagiri.csv
2025-07-06 16:00:00,26.6,Dhaulagiri.csv
2025-07-06 17:00:00,26.375,Dhaulagiri.csv
2025-07-06 18:00:00,26.15,Dhaulagiri.csv
2025-07-06 19:00:00,25.5,Dhaulagiri.csv
2025-07-06 20:00:00,25.2,Dhaulagiri.csv
2025-07-06 21:00:00,25.049999999999997,Dhaulagiri.csv
2025-07-06 22:00:00,24.9,Dhaulagiri.csv
2025-07-06 23:00:00,24.599999999999998,Dhaulagiri.csv
2025-07-07 00:00:00,24.299999999999997,Dhaulagiri.csv
2025-07-07 01:00:00,24.25,Dhaulagiri.csv
2025-07-07 02:00:00,24.2,Dhaulagiri.csv
2025-07-07 03:00:00,24.15,Dhaulagiri.csv
2025-07-07 04:00:00,24.1,Dhaulagiri.csv
2025-07-07 05:00:00,24.05,Dhaulagiri.csv
2025-07-07 06:00:00,24.0,Dhaulagiri.csv
2025-07-07 07:00:00,24.0,Dhaulagiri.csv
2025-07-07 08:00:00,24.0,Dhaulagiri.csv
2025-07-07 09:00:00,24.05,Dhaulagiri.csv
2025-07-07 10:00:00,24.1,Dhaulagiri.csv
2025-07-07 11:00:00,24.25,Dhaulagiri.csv
2025-07-07 12:00:00,24.4,Dhaulagiri.csv
2025-07-07 13:00:00,24.65,Dhaulagiri.csv
2025-07-07 14:00:00,24.9,Dhaulagiri.csv
2025-07-07 15:00:00,25.049999999999997,Dhaulagiri.csv
2025-07-07 16:00:00,25.2,Dhaulagiri.csv
2025-07-07 17:00:00,25.15,Dhaulagiri.csv
2025-07-07 18:00:00,25.1,Dhaulagiri.csv
2025-07-07 19:00:00,24.9,Dhaulagiri.csv
2025-07-07 20:00:00,24.7,Dhaulagiri.csv
2025-07-07 21:00:00,24.5,Dhaulagiri.csv
2025-07-07 22:00:00,24.3,Dhaulagiri.csv
2025-07-07 23:00:00,24.200000000000003,Dhaulagiri.csv
2025-07-08 00:00:00,24.1,Dhaulagiri.csv
2025-07-08 01:00:00,24.066666666666666,Dhaulagiri.csv
2025-07-08 02:00:00,24.033333333333335,Dhaulagiri.csv
2025-07-08 03:00:00,24.0,Dhaulagiri.csv
2025-07-08 04:00:00,23.8,Dhaulagiri.csv
2025-07-08 05:00:00,23.6,Dhaulagiri.csv
2025-07-08 06:00:00,23.1,Dhaulagiri.csv
2025-07-08 07:00:00,23.0,Dhaulagiri.csv
2025-07-08 08:00:00,22.9,Dhaulagiri.csv
2025-07-08 09:00:00,22.8,Dhaulagiri.csv
2025-07-08 10:00:00,22.950000000000003,Dhaulagiri.csv
2025-07-08 11:00:00,23.1,Dhaulagiri.csv
2025-07-08 12:00:00,23.200000000000003,Dhaulagiri.csv
2025-07-08 13:00:00,23.3,Dhaulagiri.csv
2025-07-08 14:00:00,23.4,Dhaulagiri.csv
2025-07-08 15:00:00,23.5,Dhaulagiri.csv
2025-07-08 16:00:00,23.55,Dhaulagiri.csv
2025-07-08 17:00:00,23.6,Dhaulagiri.csv
2025-07-08 18:00:00,23.55,Dhaulagiri.csv
2025-07-08 19:00:00,23.5,Dhaulagiri.csv
2025-07-08 20:00:00,23.45,Dhaulagiri.csv
